target_id,target_state,control_id,same_state,is_nominal_twin,structural_candidate,model_fit_executable,has_any_cs4_pairwise_support,structurally_executable,eligibility_status,n_train_xy,n_val_xy,ranking_tuple,is_primary_matched_control,target_group_id
PS_035,SP,PS_013,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,7479,2493,0|3|0.5|0.0|0|5718|18967.218432|0.00,False,TW_88a108921af7
PS_035,SP,PS_017,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_035,SP,PS_018,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_035,SP,PS_019,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_035,SP,PS_020,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_035,SP,PS_021,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_035,SP,PS_022,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_035,SP,PS_023,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_035,SP,PS_024,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_035,SP,PS_025,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_035,SP,PS_026,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_035,SP,PS_027,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_035,SP,PS_028,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|3|1.2|0.0|0|6200|19259.38240|0.10,False,TW_88a108921af7
PS_035,SP,PS_029,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_035,SP,PS_030,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_035,SP,PS_031,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_035,SP,PS_032,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_035,SP,PS_033,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,0|1|0.7|0.0|0|2244|6970.653888|0.10,False,TW_88a108921af7
PS_035,SP,PS_034,True,False,True,True,False,False,STRUCTURAL_CANDIDATE_NO_CS4_PAIRWISE_SUPPORT,24,8,0|0|0.9|0.0|0|1360|473.36704|0.00,False,TW_88a108921af7
PS_035,SP,PS_036,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,3732,1244,0|2.1|0.0|0.0|0|4320|13419.44064|0.00,False,TW_88a108921af7
PS_035,SP,PS_038,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,4792,1598,0|2|0.0|0.0|0|4080|12673.91616|0.00,False,TW_88a108921af7
PS_035,SP,PS_040,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,0|3|0.3|0.0|0|6000|18638.11200|0.00,False,TW_88a108921af7
PS_039,SP,PS_001,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,9222,3074,0|1|0.5|0.0|0|3902|6168.533248|0.00,False,TW_88a108921af7
PS_039,SP,PS_004,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_039,SP,PS_008,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,7707,2569,0|0|0.3|0.0|0|1344|515.172864|0.00,True,TW_88a108921af7
PS_039,SP,PS_009,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,9128,3043,0|3|0.1|0.0|0|6180|19197.25536|0.00,False,TW_88a108921af7
PS_039,SP,PS_010,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,5757,1919,0|1|0.0|0.0|0|3120|9691.81824|0.00,False,TW_88a108921af7
PS_039,SP,PS_011,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,7848,2616,0|1|0.0|0.0|0|2040|6336.95808|0.00,False,TW_88a108921af7
PS_039,SP,PS_013,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,7479,2493,0|3|0.5|0.0|0|5718|18967.218432|0.00,False,TW_88a108921af7
PS_039,SP,PS_017,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_039,SP,PS_018,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_039,SP,PS_019,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_039,SP,PS_020,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_039,SP,PS_021,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_039,SP,PS_022,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_039,SP,PS_023,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_039,SP,PS_024,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_039,SP,PS_025,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_039,SP,PS_026,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_039,SP,PS_027,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_039,SP,PS_028,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|3|1.2|0.0|0|6200|19259.38240|0.10,False,TW_88a108921af7
PS_039,SP,PS_029,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_039,SP,PS_030,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|2|0.1|0.0|0|3680|11431.37536|0.00,False,TW_88a108921af7
PS_039,SP,PS_031,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_039,SP,PS_032,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,1|1|0.1|0.0|0|1440|4473.14688|0.00,False,TW_88a108921af7
PS_039,SP,PS_033,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,0|1|0.7|0.0|0|2244|6970.653888|0.10,False,TW_88a108921af7
PS_039,SP,PS_034,True,False,True,True,False,False,STRUCTURAL_CANDIDATE_NO_CS4_PAIRWISE_SUPPORT,24,8,0|0|0.9|0.0|0|1360|473.36704|0.00,False,TW_88a108921af7
PS_039,SP,PS_036,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,3732,1244,0|2.1|0.0|0.0|0|4320|13419.44064|0.00,False,TW_88a108921af7
PS_039,SP,PS_038,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,4792,1598,0|2|0.0|0.0|0|4080|12673.91616|0.00,False,TW_88a108921af7
PS_039,SP,PS_040,True,False,True,False,False,False,STRUCTURAL_CANDIDATE_UNFIT_AND_NO_CS4_SUPPORT,0,0,0|3|0.3|0.0|0|6000|18638.11200|0.00,False,TW_88a108921af7
PS_042,GO,PS_005,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,9039,3013,0|0.5|0.5|0.0|0|38|2601.272992|0.00,True,TW_4467a039e00b
PS_042,GO,PS_012,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,5335,1779,0|2.5|0.3|0.0|0|6810|15291.61968|0.00,False,TW_4467a039e00b
PS_043,GO,PS_005,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,9039,3013,0|0.5|0.5|0.0|0|38|2601.272992|0.00,True,TW_4467a039e00b
PS_043,GO,PS_012,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,5335,1779,0|2.5|0.3|0.0|0|6810|15291.61968|0.00,False,TW_4467a039e00b
PS_044,GO,PS_005,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,9039,3013,0|0.5|0.5|0.0|0|38|2601.272992|0.00,True,TW_4467a039e00b
PS_044,GO,PS_012,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,5335,1779,0|2.5|0.3|0.0|0|6810|15291.61968|0.00,False,TW_4467a039e00b
PS_048,GO,PS_005,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,9039,3013,0|0.5|0.5|0.0|0|38|2601.272992|0.00,True,TW_4467a039e00b
PS_048,GO,PS_012,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,5335,1779,0|2.5|0.3|0.0|0|6810|15291.61968|0.00,False,TW_4467a039e00b
PS_049,GO,PS_005,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,9039,3013,0|0.5|0.5|0.0|0|38|2601.272992|0.00,True,TW_4467a039e00b
PS_049,GO,PS_012,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,5335,1779,0|2.5|0.3|0.0|0|6810|15291.61968|0.00,False,TW_4467a039e00b
PS_050,GO,PS_005,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,9039,3013,0|0.5|0.5|0.0|0|38|2601.272992|0.00,True,TW_4467a039e00b
PS_050,GO,PS_012,True,False,True,True,True,True,ELIGIBLE_STRUCTURALLY_EXECUTABLE,5335,1779,0|2.5|0.3|0.0|0|6810|15291.61968|0.00,False,TW_4467a039e00b
